Store ID,Product Name,Stock Quantity,Reorder Point
Downtown Store,Classic Coriander,35,13
Garden District,Organic Herbal Tea,49,10
Railway Station,Fresh Herbal Tea,38,16
Hilltop Store,Homestyle Sauce,66,25
Highway Branch,Natural Paratha,55,24
University Store,Homestyle Black Tea,49,13
Mall Outlet,Homestyle Sauce,75,8
Tech Park,Fresh Turmeric,61,22
Downtown Store,Fresh Iced Tea,78,21
Bus Terminal,Classic Cornflakes,56,9
Downtown Store,Natural Tortilla,26,22
Garden District,Fresh Jam,58,12
Riverside Shop,Premium Peanuts,43,10
University Store,Classic Frozen Veggies,24,20
Hilltop Store,Premium Herbal Tea,2,20
University Store,Homestyle Sauce,17,14
Railway Station,Fresh Herbal Tea,36,5
Garden District,Fresh Butter,57,8
Airport Kiosk,Premium Pickle,26,14
Highway Branch,Premium Oil,47,15
Railway Station,Organic Dates,73,11
Highway Branch,Classic Jam,57,9
Tech Park,Organic Coconut Water,28,22
University Store,Organic Chicken Nuggets,48,16
Mall Outlet,Classic Cinnamon,3,23
Hilltop Store,Premium Pickle,36,9
Tech Park,Homestyle Bread,48,9
Tech Park,Natural Oil,45,5
Hospital Canteen,Premium Coconut Water,71,21
Hilltop Store,Organic Cinnamon,67,13
Hilltop Store,Classic Mineral Water,69,10
Lakeview Branch,Organic Oil,58,10
Bus Terminal,Organic Candy,21,17
Airport Kiosk,Fresh Muesli,41,6
Lakeview Branch,Homestyle Honey,25,24
Airport Kiosk,Natural Juice,69,8
Lakeview Branch,Classic Milk,33,9
Railway Station,Natural Milk,22,19
Airport Kiosk,Fresh Dates,21,18
Highway Branch,Premium Pita Bread,59,18
Bus Terminal,Fresh Pita Bread,57,24
Hospital Canteen,Classic Paratha,66,21
Tech Park,Organic French Fries,76,25
Tech Park,Fresh Pita Bread,51,22
Bus Terminal,Homestyle Butter,60,14
Riverside Shop,Homestyle Cinnamon,21,23
University Store,Fresh Cream,79,24
Airport Kiosk,Classic Flour,11,11
Railway Station,Natural Juice,46,25
Industrial Zone,Natural Biscuits,22,17
Railway Station,Natural Jam,35,24
Industrial Zone,Organic Rice,44,12
Railway Station,Homestyle Coffee,56,19
Hilltop Store,Natural Pasta,28,10
Downtown Store,Fresh Sauce,11,17
Mall Outlet,Classic Fish Fillet,28,8
Bus Terminal,Premium Bagel,78,5
Hospital Canteen,Fresh Dates,40,6
Industrial Zone,Fresh Soup,72,22
Airport Kiosk,Fresh Pasta,27,8
Hilltop Store,Premium Flour,14,21
Downtown Store,Organic Herbal Tea,52,17
University Store,Natural Candy,3,10
Airport Kiosk,Premium Whole Beans,19,22
Downtown Store,Classic Dates,17,24
Airport Kiosk,Natural Pasta,69,24
Hilltop Store,Classic Energy Drink,48,11
Mall Outlet,Organic Whole Beans,47,13
Garden District,Classic Herbal Tea,32,23
Bus Terminal,Natural Crackers,14,16
Bus Terminal,Fresh Coconut Water,35,7
Tech Park,Premium Rice,76,7
Downtown Store,Homestyle Cornflakes,50,18
Downtown Store,Natural Pasta,55,10
Airport Kiosk,Homestyle Soda,50,16
Downtown Store,Fresh Tortilla,52,6
Highway Branch,Premium Iced Tea,24,9
University Store,Classic Almonds,65,22
Hilltop Store,Natural Pita Bread,18,9
Industrial Zone,Classic Muffin,45,8
Hilltop Store,Classic Milk,72,9
Tech Park,Classic Cream,56,25
Mall Outlet,Classic Salt,33,15
Downtown Store,Premium Black Tea,18,7
Downtown Store,Natural Cinnamon,39,6
Mall Outlet,Premium Salt,63,24
Industrial Zone,Natural Cream,65,25
Downtown Store,Premium Cashews,19,24
Industrial Zone,Natural Mayonnaise,10,6
Riverside Shop,Natural Cake Mix,63,25
Hospital Canteen,Fresh Chips,56,21
Railway Station,Premium Instant Coffee,49,6
Market Square,Fresh Mustard,55,22
Mall Outlet,Homestyle Bagel,52,22
Industrial Zone,Classic Chips,22,8
University Store,Organic Vinegar,58,12
Bus Terminal,Fresh Pickle,8,21
Hilltop Store,Premium Muffin,12,13
Garden District,Fresh Vinegar,76,5
Airport Kiosk,Natural Waffle Mix,3,24
Industrial Zone,Organic Nutella,5,6
Hospital Canteen,Classic Turmeric,52,10
Railway Station,Classic Butter,7,20
Downtown Store,Homestyle Flour,24,25
Industrial Zone,Fresh Samosa,65,14
Market Square,Classic Cereal,43,25
Bus Terminal,Natural Nutella,68,22
Tech Park,Natural Cinnamon,80,10
Mall Outlet,Fresh Crackers,23,19
Airport Kiosk,Natural Turmeric,17,15
Highway Branch,Organic Peanut Butter,78,11
Highway Branch,Organic Pita Bread,75,19
Hilltop Store,Homestyle Ketchup,24,15
University Store,Organic Honey,16,14
Riverside Shop,Homestyle Oats,33,22
Hilltop Store,Classic Cumin,39,20
Garden District,Classic Black Tea,49,14
Airport Kiosk,Homestyle Cheese,12,21
Market Square,Premium Coconut Water,41,16
Riverside Shop,Fresh Cream,60,22
Downtown Store,Organic Mustard,62,25
Tech Park,Classic Muesli,75,10
Lakeview Branch,Fresh Ice Cream,56,11
Railway Station,Premium Iced Tea,78,21
Airport Kiosk,Natural Sugar,46,16
Hilltop Store,Homestyle Coffee,48,25
Downtown Store,Fresh French Fries,45,22
Airport Kiosk,Natural Candy,65,16
Downtown Store,Organic Oil,65,19
Downtown Store,Natural Pancake Mix,76,6
Lakeview Branch,Fresh Pasta,16,19
Garden District,Organic Brownie Mix,14,25
Industrial Zone,Organic Popcorn,31,16
Riverside Shop,Homestyle Almonds,66,5
University Store,Fresh Jam,28,12
Mall Outlet,Classic Coffee,49,18
Riverside Shop,Premium Ground Coffee,35,5
Mall Outlet,Organic Cornflakes,12,14
Railway Station,Organic Noodles,13,24
Hilltop Store,Fresh Cereal,28,15
Highway Branch,Organic Flour,57,10
Highway Branch,Classic Chips,51,6
Hilltop Store,Natural Iced Tea,28,7
Railway Station,Homestyle Frozen Veggies,37,9
Garden District,Premium Gum,53,12
Airport Kiosk,Organic Frozen Pizza,50,8
University Store,Organic Soup,72,9
Airport Kiosk,Organic Herbal Tea,2,7
Bus Terminal,Organic Raisins,59,8
Riverside Shop,Classic Oil,76,14
Hospital Canteen,Premium Peanut Butter,34,6
Hospital Canteen,Homestyle Bagel,16,24
Hilltop Store,Homestyle Oil,75,16
Downtown Store,Natural Raisins,11,24
Industrial Zone,Homestyle Raisins,3,5
Tech Park,Classic Cornflakes,44,18
Garden District,Premium Samosa,31,25
Hospital Canteen,Fresh Milk,55,12
Hospital Canteen,Natural Paratha,49,7
Bus Terminal,Classic Yogurt,57,12
Hospital Canteen,Fresh Biscuits,35,8
Airport Kiosk,Homestyle Biscuits,5,9
Lakeview Branch,Fresh Noodles,69,17
Bus Terminal,Organic Iced Tea,8,17
Railway Station,Premium Butter,56,5
Highway Branch,Fresh Bagel,76,10
Airport Kiosk,Premium Ketchup,59,19
Bus Terminal,Fresh Chapati,12,14
Riverside Shop,Organic Cereal,49,20
Mall Outlet,Natural Noodles,45,11
Highway Branch,Organic Samosa,65,24
Industrial Zone,Natural Waffle Mix,65,16
Highway Branch,Premium Almonds,17,15
Market Square,Premium Syrup,68,24
Lakeview Branch,Classic Samosa,69,24
Garden District,Homestyle Coconut Water,16,17
Tech Park,Homestyle Herbal Tea,72,12
Mall Outlet,Natural Sugar,15,15
Tech Park,Organic Ice Cream,13,7
University Store,Fresh Flour,35,8
Highway Branch,Fresh Pita Bread,66,14
Hospital Canteen,Classic Instant Coffee,41,18
Bus Terminal,Fresh Cinnamon,11,11
Bus Terminal,Organic Crackers,62,13
Mall Outlet,Natural Herbal Tea,2,18
Railway Station,Natural Samosa,43,14
Industrial Zone,Premium Rice,8,22
Hospital Canteen,Natural Flour,2,11
University Store,Organic Flour,17,25
Garden District,Organic Soda,65,17
Industrial Zone,Classic Spring Rolls,13,19
Downtown Store,Premium Crackers,15,11
Hilltop Store,Classic Mineral Water,6,8
Mall Outlet,Homestyle Cornflakes,18,19
Airport Kiosk,Natural Turmeric,30,7
Hilltop Store,Natural Ketchup,13,19
Highway Branch,Organic Noodles,33,15
Bus Terminal,Natural Frozen Veggies,50,16
Tech Park,Premium Whole Beans,35,5
Downtown Store,Organic Turmeric,74,7
Hilltop Store,Homestyle Waffle Mix,42,14
Tech Park,Organic Paratha,53,6
Lakeview Branch,Classic Cream,58,22
Tech Park,Organic Waffle Mix,39,7
Mall Outlet,Premium Ground Coffee,37,11
University Store,Homestyle Bagel,24,14
Hilltop Store,Homestyle Cashews,10,8
University Store,Classic Sparkling Water,62,15
Industrial Zone,Fresh Pita Bread,52,18
Highway Branch,Fresh Frozen Veggies,69,9
Highway Branch,Fresh Gum,9,25
Railway Station,Classic Ice Cream,39,9
Lakeview Branch,Organic Gum,12,18
Industrial Zone,Natural Vinegar,35,17
Downtown Store,Fresh Coriander,68,24
Garden District,Premium Jam,14,25
Lakeview Branch,Premium Biscuits,80,9
Airport Kiosk,Fresh Chicken Nuggets,56,17
Hospital Canteen,Organic Pancake Mix,10,20
University Store,Premium Cream,34,15
Airport Kiosk,Homestyle Pita Bread,31,8
Railway Station,Homestyle Samosa,36,23
Garden District,Premium Bread,3,18
Downtown Store,Homestyle Peanut Butter,43,25
Tech Park,Fresh Chapati,15,8
Lakeview Branch,Classic Green Tea,29,20
Industrial Zone,Homestyle Chips,15,12
Hilltop Store,Homestyle Muesli,39,25
Railway Station,Homestyle Frozen Veggies,32,25
Mall Outlet,Homestyle Chapati,3,20
Market Square,Natural Paratha,7,25
Bus Terminal,Natural Coriander,56,23
Tech Park,Homestyle Pepper,43,19
Lakeview Branch,Premium Turmeric,8,8
Market Square,Classic Yogurt,69,12
Downtown Store,Fresh Frozen Veggies,15,15
Hilltop Store,Classic Popcorn,37,25
University Store,Natural Juice,41,20
Airport Kiosk,Fresh Almonds,36,12
Hospital Canteen,Homestyle Noodles,79,20
Airport Kiosk,Premium Fish Fillet,79,20
Downtown Store,Organic Mineral Water,56,21
Garden District,Premium Cornflakes,21,16
Tech Park,Fresh Raisins,11,20
Garden District,Classic Almonds,42,6
University Store,Organic Rice,74,11
Bus Terminal,Organic Yogurt,12,8
Market Square,Premium Butter,52,22
Riverside Shop,Homestyle Candy,59,13
Hilltop Store,Organic Yogurt,47,10
Riverside Shop,Organic Juice,43,16
Downtown Store,Natural Paratha,46,20
Industrial Zone,Natural Black Tea,21,21
Mall Outlet,Natural Cinnamon,36,19
Lakeview Branch,Organic Peanut Butter,51,17
Market Square,Organic Muesli,52,11
Lakeview Branch,Classic Sparkling Water,79,24
Hilltop Store,Classic Whole Beans,24,14
Mall Outlet,Premium Ice Cream,14,7
Riverside Shop,Premium Sauce,36,6
Garden District,Homestyle Cumin,50,10
Lakeview Branch,Natural Yogurt,67,25
Industrial Zone,Classic Whole Beans,80,5
Market Square,Natural Turmeric,8,17
Market Square,Classic Yogurt,27,7
Garden District,Organic Chicken Nuggets,21,8
Bus Terminal,Classic Nutella,76,15
Riverside Shop,Organic Croissant,72,9
Garden District,Classic Cereal,22,11
Airport Kiosk,Organic Almonds,25,15
Railway Station,Natural Cheese,65,9
Hospital Canteen,Organic Bread,29,21
Tech Park,Premium Pasta,56,8
Railway Station,Fresh Yogurt,60,8
University Store,Organic Energy Drink,26,13
Garden District,Fresh Yogurt,65,25
Lakeview Branch,Natural Biscuits,26,9
Airport Kiosk,Premium Bread,64,12
Lakeview Branch,Natural Juice,34,10
Industrial Zone,Classic Bread,14,14
Lakeview Branch,Organic Syrup,3,24
University Store,Fresh Chips,6,19
Riverside Shop,Fresh Cashews,63,13
Mall Outlet,Premium Mustard,67,19
Mall Outlet,Natural Waffle Mix,80,14
Highway Branch,Premium Noodles,8,15
Riverside Shop,Organic Pita Bread,44,12
Tech Park,Classic Chicken Nuggets,2,23
Hospital Canteen,Premium Oats,72,20
Bus Terminal,Natural Croissant,79,12
Railway Station,Fresh Croissant,25,20
Airport Kiosk,Premium Pancake Mix,76,16
Bus Terminal,Organic Waffle Mix,30,21
Lakeview Branch,Homestyle Milk,14,18
Hilltop Store,Classic Bread,11,9
Riverside Shop,Organic Waffle Mix,12,12
Hospital Canteen,Organic Herbal Tea,15,25
Mall Outlet,Fresh Cashews,28,6
Mall Outlet,Organic Noodles,62,15
Airport Kiosk,Premium Pepper,7,10
Tech Park,Fresh Herbal Tea,53,23
University Store,Natural Mayonnaise,38,8
Highway Branch,Fresh Mayonnaise,19,9
Highway Branch,Fresh Candy,23,6
Market Square,Natural Butter,33,21
Garden District,Premium Sugar,62,6
Garden District,Homestyle Chapati,75,14
Airport Kiosk,Natural Frozen Pizza,15,12
Bus Terminal,Organic Oil,69,16
Market Square,Classic Sparkling Water,58,21
Airport Kiosk,Natural Salt,23,8
Airport Kiosk,Organic Cream,56,22
Highway Branch,Organic Croissant,50,25
Downtown Store,Natural Cornflakes,2,24
Garden District,Natural Samosa,28,19
Mall Outlet,Premium Pepper,15,24
Airport Kiosk,Organic Crackers,59,22
University Store,Fresh Ice Cream,78,22
Market Square,Classic Rice,33,22
Downtown Store,Fresh Vinegar,58,25
University Store,Homestyle Coffee,58,12
Market Square,Organic French Fries,14,12
Garden District,Fresh Soup,59,6
Hilltop Store,Fresh Mineral Water,75,13
Railway Station,Fresh Oil,41,16
Hospital Canteen,Fresh Syrup,5,19
Tech Park,Natural Yogurt,3,5
Hospital Canteen,Classic Chapati,31,16
Hospital Canteen,Homestyle Coffee,66,21
Highway Branch,Classic Gum,28,13
Market Square,Homestyle Iced Tea,14,8
Garden District,Natural Vinegar,5,22
Garden District,Fresh Tea,74,25
Lakeview Branch,Fresh Crackers,68,15
Downtown Store,Classic Coffee,19,22
University Store,Natural Tea,63,23
Market Square,Homestyle Croissant,23,15
Market Square,Natural Cheese,47,12
Bus Terminal,Organic Chocolate Bar,49,18
Garden District,Fresh Bagel,14,15
Industrial Zone,Classic Chocolate Bar,32,11
Lakeview Branch,Organic Sauce,59,5
Railway Station,Premium Iced Tea,55,20
Downtown Store,Homestyle Juice,53,11
Garden District,Classic French Fries,31,7
Mall Outlet,Natural Herbal Tea,10,18
Lakeview Branch,Organic Energy Drink,15,23
Hospital Canteen,Premium Coffee,30,5
Riverside Shop,Fresh Coconut Water,64,11
Lakeview Branch,Organic Ice Cream,26,13
Hilltop Store,Organic Mustard,31,20
Bus Terminal,Natural Peanut Butter,11,19
Downtown Store,Homestyle Waffle Mix,29,20
Riverside Shop,Homestyle Flour,29,5
Railway Station,Organic Sparkling Water,70,23
Highway Branch,Classic Iced Tea,8,5
University Store,Classic Bagel,49,21
Highway Branch,Organic Oats,63,9
Garden District,Organic Sparkling Water,52,10
Tech Park,Fresh Ice Cream,59,14
Highway Branch,Fresh Muffin,57,22
University Store,Classic Syrup,63,12
Highway Branch,Premium Cornflakes,43,6
Garden District,Premium Cream,44,9
Riverside Shop,Homestyle Jam,79,5
Hospital Canteen,Homestyle Soda,30,17
Garden District,Classic Tortilla,58,24
Hilltop Store,Organic Fish Fillet,18,5
Tech Park,Premium Bagel,22,6
Riverside Shop,Premium Pasta,63,22
Tech Park,Homestyle Jam,79,5
Tech Park,Fresh Popcorn,42,15
Downtown Store,Classic Croissant,70,8
Riverside Shop,Natural Pita Bread,55,22
Tech Park,Classic Yogurt,35,13
Hospital Canteen,Premium Chicken Nuggets,43,19
Lakeview Branch,Homestyle Candy,70,7
Tech Park,Homestyle Herbal Tea,59,13
University Store,Fresh Chips,6,15
University Store,Organic Mayonnaise,48,7
Industrial Zone,Classic Croissant,49,15
Railway Station,Natural Butter,37,5
Riverside Shop,Classic Rice,24,6
Mall Outlet,Homestyle Herbal Tea,52,25
Bus Terminal,Classic Yogurt,42,24
Lakeview Branch,Natural Samosa,33,6
Industrial Zone,Organic Coffee,11,12
Industrial Zone,Fresh Green Tea,12,14
Tech Park,Organic Sauce,46,25
Market Square,Organic Soup,51,25
Bus Terminal,Organic Yogurt,75,7
Tech Park,Fresh Iced Tea,36,18
Hospital Canteen,Fresh Peanut Butter,68,13
Downtown Store,Organic Muesli,3,6
Industrial Zone,Fresh Bagel,6,5
University Store,Homestyle Coconut Water,54,13
Tech Park,Premium Oats,34,24
Bus Terminal,Premium Gum,69,11
University Store,Homestyle Instant Coffee,70,19
Hospital Canteen,Fresh Butter,48,18
Downtown Store,Fresh Spring Rolls,72,23
Riverside Shop,Organic Muffin,38,17
Railway Station,Organic Tortilla,42,19
Railway Station,Organic Pepper,12,11
Market Square,Organic Pickle,62,24
Hospital Canteen,Homestyle Ice Cream,12,7
Market Square,Organic Cream,23,8
Garden District,Classic Pasta,51,16
Highway Branch,Homestyle Mayonnaise,49,6
Market Square,Homestyle Muesli,17,16
Riverside Shop,Premium Cheese,79,5
University Store,Fresh Raisins,15,15
Downtown Store,Premium Spring Rolls,11,20
University Store,Organic Candy,57,13
Bus Terminal,Classic Tea,63,17
Industrial Zone,Fresh Pasta,14,25
Downtown Store,Homestyle Cumin,31,10
Lakeview Branch,Fresh Soda,17,23
Bus Terminal,Premium Coconut Water,62,6
Highway Branch,Premium Muesli,41,17
Mall Outlet,Premium Green Tea,67,13
Industrial Zone,Fresh Pita Bread,37,17
Riverside Shop,Premium Instant Coffee,38,16
Garden District,Homestyle Yogurt,66,24
Industrial Zone,Homestyle Tortilla,25,13
Hilltop Store,Fresh Syrup,12,22
Airport Kiosk,Fresh Chips,67,7
Tech Park,Organic Coconut Water,32,19
Hilltop Store,Organic Samosa,36,13
Garden District,Natural Coffee,78,10
Garden District,Natural Whole Beans,60,15
Riverside Shop,Organic Energy Drink,36,14
Market Square,Classic Samosa,75,14
Downtown Store,Classic Ground Coffee,2,23
Hilltop Store,Fresh Peanut Butter,51,15
Tech Park,Homestyle Pita Bread,71,13
Industrial Zone,Premium Energy Drink,32,23
Highway Branch,Homestyle Yogurt,39,22
Lakeview Branch,Classic Cinnamon,66,20
Market Square,Organic Yogurt,63,12
Bus Terminal,Premium Raisins,63,18
Garden District,Fresh Iced Tea,75,20
Industrial Zone,Fresh Muesli,59,21
Downtown Store,Premium Sugar,33,13
Tech Park,Organic Pancake Mix,46,8
Riverside Shop,Organic Green Tea,70,19
Mall Outlet,Premium Whole Beans,18,22
Riverside Shop,Premium Tortilla,41,19
Railway Station,Classic Biscuits,60,18
Railway Station,Homestyle Chocolate Bar,53,6
Lakeview Branch,Natural Muffin,12,23
Mall Outlet,Natural Chapati,26,16
Highway Branch,Premium Coriander,34,9
Hospital Canteen,Natural Ground Coffee,80,11
Mall Outlet,Premium Pita Bread,57,23
Bus Terminal,Classic Turmeric,3,21
Garden District,Premium Vinegar,55,19
Hospital Canteen,Natural Instant Coffee,16,5
Hilltop Store,Premium Cinnamon,57,11
Garden District,Classic Whole Beans,77,25
Hilltop Store,Classic Cereal,55,20
Downtown Store,Homestyle Jam,40,13
Garden District,Premium Tortilla,63,20
Industrial Zone,Classic Cereal,16,13
Downtown Store,Premium Vinegar,59,19
Industrial Zone,Organic Mayonnaise,19,16
Lakeview Branch,Organic Yogurt,12,16
Hospital Canteen,Fresh Spring Rolls,34,24
University Store,Organic Jam,70,15
Bus Terminal,Classic Noodles,43,9
Hospital Canteen,Premium Popcorn,29,20
University Store,Classic Spring Rolls,36,22
University Store,Premium Cereal,45,15
Lakeview Branch,Homestyle Cereal,62,17
Tech Park,Homestyle Samosa,54,11
Airport Kiosk,Classic Oats,45,13
Highway Branch,Organic Bread,44,5
Riverside Shop,Classic Frozen Veggies,45,11
Garden District,Organic Salt,59,10
Bus Terminal,Classic Pancake Mix,62,9
Market Square,Homestyle Milk,20,20
Railway Station,Natural Black Tea,43,21
Industrial Zone,Natural Dates,65,6
Lakeview Branch,Natural Dates,76,13
Tech Park,Classic Cashews,22,25
Railway Station,Classic Jam,53,5
Airport Kiosk,Premium Sparkling Water,56,24
Market Square,Organic Noodles,25,19
Railway Station,Homestyle Mayonnaise,41,13
Market Square,Fresh Cheese,78,14
Airport Kiosk,Homestyle Coriander,48,6
Downtown Store,Natural Oil,79,17
Garden District,Organic Black Tea,57,16
Airport Kiosk,Natural Sugar,65,19
Hilltop Store,Natural Mustard,34,9
University Store,Natural Tea,15,18
University Store,Natural Mineral Water,10,23
Mall Outlet,Premium Popcorn,26,18
Riverside Shop,Premium Juice,4,20
Garden District,Fresh Cheese,45,24
Highway Branch,Premium Pasta,6,8
Railway Station,Natural Bagel,11,16
Railway Station,Natural Cake Mix,62,21
Downtown Store,Natural Salt,67,9
Airport Kiosk,Organic Ketchup,63,6
Downtown Store,Natural Mayonnaise,10,11
Airport Kiosk,Homestyle Paratha,41,23
Downtown Store,Organic Muffin,28,20
University Store,Fresh Crackers,24,18
Riverside Shop,Classic Peanuts,24,13
Riverside Shop,Fresh Spring Rolls,14,22
Downtown Store,Organic Soda,50,23
Hilltop Store,Premium Pickle,80,24
Mall Outlet,Organic Frozen Veggies,24,23
Tech Park,Fresh Cake Mix,55,13
Downtown Store,Fresh Soda,10,8
Market Square,Organic Nutella,72,19
Riverside Shop,Classic French Fries,14,13
Railway Station,Classic Tortilla,47,23
Hospital Canteen,Organic Sparkling Water,12,25
Highway Branch,Organic Chips,26,12
Riverside Shop,Classic Pasta,9,16
Riverside Shop,Premium Gum,57,18
Hilltop Store,Natural Whole Beans,34,9
Airport Kiosk,Natural Herbal Tea,39,11
Market Square,Homestyle Muesli,28,20
Hospital Canteen,Classic Iced Tea,38,10
Market Square,Natural Pasta,40,17
Airport Kiosk,Natural Rice,63,12
University Store,Homestyle Bread,72,25
Garden District,Premium Oil,8,12
Downtown Store,Classic Sauce,24,19
Bus Terminal,Classic Sugar,19,7
Bus Terminal,Natural Instant Coffee,28,7
Railway Station,Fresh Bread,47,6
Tech Park,Premium Cheese,47,11
Highway Branch,Premium Cream,58,24
Riverside Shop,Organic Brownie Mix,37,25
Hilltop Store,Fresh Waffle Mix,67,12
Lakeview Branch,Premium Peanut Butter,20,17
Market Square,Homestyle Energy Drink,61,20
Riverside Shop,Classic Herbal Tea,32,21
Industrial Zone,Homestyle Pickle,69,23
Tech Park,Fresh Cream,78,7
Garden District,Fresh Butter,69,18
Bus Terminal,Fresh Sugar,66,20
Bus Terminal,Fresh Green Tea,65,22
Railway Station,Classic Bagel,80,7
Downtown Store,Fresh Bagel,4,19
Railway Station,Homestyle Peanuts,23,24
Railway Station,Classic Raisins,50,15
Highway Branch,Classic Ketchup,38,8
Lakeview Branch,Premium Rice,64,12
Mall Outlet,Homestyle Pickle,67,6
Highway Branch,Organic Yogurt,38,5
University Store,Organic Popcorn,3,19
Garden District,Organic Black Tea,74,7
Highway Branch,Natural Spring Rolls,37,12
Garden District,Homestyle Turmeric,33,19
Downtown Store,Classic Brownie Mix,25,18
Hospital Canteen,Premium Spring Rolls,69,8
University Store,Natural Syrup,52,12
Garden District,Premium Oats,42,5
Mall Outlet,Natural Ice Cream,28,16
Airport Kiosk,Classic Chicken Nuggets,10,7
Downtown Store,Classic Green Tea,16,15
Market Square,Fresh Brownie Mix,49,17
Bus Terminal,Classic Cinnamon,30,7
Tech Park,Fresh Turmeric,63,6
Lakeview Branch,Organic Oats,10,19
University Store,Natural Iced Tea,26,7
Industrial Zone,Premium Bagel,48,18
Downtown Store,Classic Juice,65,12
Downtown Store,Fresh Chips,15,19
Airport Kiosk,Premium Muffin,29,12
Tech Park,Natural Spring Rolls,63,25
Hilltop Store,Organic Cereal,12,5
Mall Outlet,Homestyle Jam,39,23
Highway Branch,Premium Green Tea,22,7
Tech Park,Classic Yogurt,72,24
Tech Park,Fresh Milk,22,13
Downtown Store,Organic Milk,55,7
Airport Kiosk,Natural Mayonnaise,50,15
University Store,Classic Cumin,77,18
Industrial Zone,Premium Soda,8,10
Industrial Zone,Homestyle Coffee,42,7
University Store,Fresh Energy Drink,45,22
Lakeview Branch,Organic Vinegar,37,20
Mall Outlet,Organic Turmeric,73,5
Garden District,Organic Pasta,40,15
Downtown Store,Organic Cashews,42,12
Industrial Zone,Organic Chocolate Bar,16,23
Hospital Canteen,Natural Muffin,54,6
Tech Park,Organic Syrup,63,17
Riverside Shop,Homestyle Nutella,26,13
Garden District,Classic Brownie Mix,65,20
Riverside Shop,Premium French Fries,55,6
Tech Park,Premium Butter,34,21
Tech Park,Classic Whole Beans,44,17
Highway Branch,Premium Rice,62,16
Downtown Store,Classic Mayonnaise,36,10
Highway Branch,Fresh Peanut Butter,53,13
Garden District,Organic Mustard,51,23
Industrial Zone,Fresh Instant Coffee,66,18
Garden District,Organic Whole Beans,64,15
Tech Park,Fresh Black Tea,15,21
Highway Branch,Natural Noodles,65,8
Garden District,Organic Frozen Pizza,40,22
Market Square,Classic Oats,14,17
Downtown Store,Premium Mayonnaise,73,5
Mall Outlet,Natural Iced Tea,65,15
Hospital Canteen,Classic Paratha,64,6
Market Square,Fresh Butter,53,20
Lakeview Branch,Natural Peanuts,50,15
Industrial Zone,Organic Oats,35,13
Lakeview Branch,Fresh Tortilla,13,14
Industrial Zone,Fresh Chicken Nuggets,19,24
Industrial Zone,Fresh Herbal Tea,20,17
Bus Terminal,Classic Sugar,4,21
Market Square,Organic Cinnamon,46,6
Mall Outlet,Premium Cheese,17,12
Bus Terminal,Homestyle Cereal,67,18
Garden District,Classic Green Tea,24,18
Market Square,Fresh Sparkling Water,58,6
University Store,Organic Cake Mix,34,7
Railway Station,Homestyle Green Tea,74,21
Mall Outlet,Fresh Bagel,21,5
Bus Terminal,Premium Chocolate Bar,70,7
Bus Terminal,Homestyle Chips,3,6
Railway Station,Natural Cumin,11,13
Airport Kiosk,Premium Ice Cream,48,23
Bus Terminal,Organic Peanut Butter,30,24
Lakeview Branch,Homestyle Biscuits,61,17
Railway Station,Homestyle Cream,15,6
Hospital Canteen,Fresh Mineral Water,17,19
Garden District,Organic Cashews,43,6
